Package,License,maintainer,DOI,authorItem,Descr_lang,Descr
iGC,GPL-2,Liang-Bo Wang,10.18129/B9.BIOC.IGC,Q58049197,en,"researcher, ORCID id # 0000-0001-6977-9348"
igvR,MIT,Paul Shannon,10.18129/B9.BIOC.IGVR,,,
ILoReg,GPL-3,Johannes Smolander,10.18129/B9.BIOC.ILOREG,,,
IMAS,GPL-2,Seonggyun Han,10.18129/B9.BIOC.IMAS,,,
imcRtools,GPL-3,Nils Eling,10.18129/B9.BIOC.IMCRTOOLS,Q57496148,en,researcher ORCID ID = 0000-0002-4711-1176
IMMAN,Artistic-2.0,Minoo Ashtiani,10.18129/B9.BIOC.IMMAN,,,
ImmuneSpaceR,GPL-2,ImmuneSpace Package Maintainer,10.18129/B9.BIOC.IMMUNESPACER,,,
immunoClust,Artistic-2.0,Till Soerensen,10.18129/B9.BIOC.IMMUNOCLUST,,,
immunotation,GPL-3,Katharina Imkeller,10.18129/B9.BIOC.IMMUNOTATION,Q89031449,en,researcher
impute,GPL-2,Balasubramanian Narasimhan,10.18129/B9.BIOC.IMPUTE,Q88873807,en,researcher (ORCID 0000-0002-9627-094X)
INDEED,Artistic-2.0,Ressom group,10.18129/B9.BIOC.INDEED,,,
infercnv,BSD_3_clause,Christophe Georgescu,10.18129/B9.BIOC.INFERCNV,,,
infinityFlow,GPL-3,Etienne Becht,10.18129/B9.BIOC.INFINITYFLOW,Q89183551,en,researcher
Informeasure,GPL-3,Chu Pan,10.18129/B9.BIOC.INFORMEASURE,Q91869084,en,researcher (ORCID 0000-0002-6482-248X)
InPAS,GPL (>= 2),Jianhong Ou,10.18129/B9.BIOC.INPAS,Q60678173,en,researcher
INPower,GPL-2,Bill Wheeler,10.18129/B9.BIOC.INPOWER,,,
intansv,MIT,Wen Yao,10.18129/B9.BIOC.INTANSV,Q59175069,en,researcher ORCID ID = 0000-0002-0643-506X
interacCircos,GPL-3,Zhe Cui,10.18129/B9.BIOC.INTERACCIRCOS,Q59395491,en,researcher ORCID ID = 0000-0002-2967-8566
InteractionSet,GPL-3,Aaron Lun,10.18129/B9.BIOC.INTERACTIONSET,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
InteractiveComplexHeatmap,MIT,Zuguang Gu,10.18129/B9.BIOC.INTERACTIVECOMPLEXHEATMAP,Q44539523,en,researcher
interactiveDisplay,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.INTERACTIVEDISPLAY,,,
interactiveDisplayBase,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.INTERACTIVEDISPLAYBASE,,,
InterCellar,MIT,Marta Interlandi,10.18129/B9.BIOC.INTERCELLAR,,,
InterMineR,LGPL (>= 2.1),InterMine Team,10.18129/B9.BIOC.INTERMINER,,,
IntramiRExploreR,GPL-2,Surajit Bhattacharya,10.18129/B9.BIOC.INTRAMIREXPLORER,Q86093682,en,researcher
inveRsion,GPL (>= 2),Alejandro Caceres,10.18129/B9.BIOC.INVERSION,Q84721761,en,researcher (ORCID 0000-0001-6490-9107)
IONiseR,MIT,Mike Smith,10.18129/B9.BIOC.IONISER,,,
iPAC,GPL-2,Gregory Ryslik,10.18129/B9.BIOC.IPAC,Q102430589,en,Ph.D. Yale University 2014
iPath,GPL-2,Kenong Su,10.18129/B9.BIOC.IPATH,,,
ipdDb,Artistic-2.0,Steffen Klasberg,10.18129/B9.BIOC.IPDDB,,,
IPO,GPL (>= 2),Thomas Riebenbauer,10.18129/B9.BIOC.IPO,,,
IRISFGM,GPL-2,Yuzhou Chang,10.18129/B9.BIOC.IRISFGM,Q90987576,en,researcher (ORCID 0000-0002-0220-2429)
ISAnalytics,CC BY 4.0,Andrea Calabria,10.18129/B9.BIOC.ISANALYTICS,Q56426631,en,researcher
iSEEu,MIT,Kevin Rue-Albrecht,10.18129/B9.BIOC.ISEEU,Q58165399,en,"researcher, ORCID id # 0000-0003-3899-3872"
iSeq,GPL (>= 2),Qianxing Mo,10.18129/B9.BIOC.ISEQ,Q104495361,en,researcher
isobar,LGPL (>= 2.1),Florian P Breitwieser,10.18129/B9.BIOC.ISOBAR,Q54195937,en,researcher
IsoCorrectoR,GPL-3,Christian Kohler,10.18129/B9.BIOC.ISOCORRECTOR,,,
IsoCorrectoRGUI,GPL-3,Christian Kohler,10.18129/B9.BIOC.ISOCORRECTORGUI,,,
IsoGeneGUI,GPL-2,Setia Pramana,10.18129/B9.BIOC.ISOGENEGUI,Q56810327,en,researcher
ISoLDE,GPL (>= 2.0),Christelle Reynès,10.18129/B9.BIOC.ISOLDE,,,
isomiRs,MIT,Lorena Pantano,10.18129/B9.BIOC.ISOMIRS,Q88703023,en,researcher
ITALICS,GPL-2,Guillem Rigaill,10.18129/B9.BIOC.ITALICS,,,
iterativeBMA,GPL (>= 2),Ka Yee Yeung,10.18129/B9.BIOC.ITERATIVEBMA,Q42872283,en,researcher and professor at the University of Washington
iterativeBMAsurv,GPL (>= 2),Ka Yee Yeung,10.18129/B9.BIOC.ITERATIVEBMASURV,Q42872283,en,researcher and professor at the University of Washington
iteremoval,GPL-2,Jiacheng Chuan,10.18129/B9.BIOC.ITEREMOVAL,,,
IVAS,GPL-2,Seonggyun Han,10.18129/B9.BIOC.IVAS,,,
ivygapSE,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.IVYGAPSE,,,
KBoost,GPL-2,Luis F. Iglesias-Martinez,10.18129/B9.BIOC.KBOOST,,,
KCsmart,GPL-3,Jorma de Ronde,10.18129/B9.BIOC.KCSMART,,,
KEGGgraph,GPL (>= 2),Jitao David Zhang,10.18129/B9.BIOC.KEGGGRAPH,Q64785559,en,researcher
KEGGlincs,GPL-3,Shana White,10.18129/B9.BIOC.KEGGLINCS,,,
keggorthology,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.KEGGORTHOLOGY,,,
KEGGREST,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.KEGGREST,,,
KinSwingR,GPL-3,Ashley J. Waardenberg,10.18129/B9.BIOC.KINSWINGR,,,
kissDE,GPL (>= 2),Aurélie Siberchicot,10.18129/B9.BIOC.KISSDE,Q60731824,en,researcher ORCID ID = 0000-0002-7638-8318
KnowSeq,GPL (>= 2),Daniel Castillo-Secilla,10.18129/B9.BIOC.KNOWSEQ,,,
lapmix,GPL (>= 2),Yann Ruffieux,10.18129/B9.BIOC.LAPMIX,Q82972450,en,researcher
LBE,GPL-2,Cyril Dalmasso,10.18129/B9.BIOC.LBE,,,
ldblock,Artistic-2.0,VJ Carey,10.18129/B9.BIOC.LDBLOCK,,,
LEA,GPL-3,Olivier Francois,10.18129/B9.BIOC.LEA,Q58657867,en,researcher ORCID ID = 0000-0003-2402-2442
lefser,Artistic-2.0,Asya Khleborodova,10.18129/B9.BIOC.LEFSER,,,
les,GPL-3,Julian Gehring,10.18129/B9.BIOC.LES,Q56604473,en,researcher
levi,GPL (>= 2),Jose Luiz Rybarczyk Filho,10.18129/B9.BIOC.LEVI,,,
lfa,GPL-3,Wei Hao,10.18129/B9.BIOC.LFA,,,
limmaGUI,GPL (>= 2),Gordon Smyth,10.18129/B9.BIOC.LIMMAGUI,Q37391308,en,researcher
LineagePulse,Artistic-2.0,David S Fischer,10.18129/B9.BIOC.LINEAGEPULSE,Q92768246,en,researcher (ORCID 0000-0002-1293-7656)
lineagespot,MIT,Nikolaos Pechlivanis,10.18129/B9.BIOC.LINEAGESPOT,,,
LinkHD,GPL-3,"""Laura M Zingaretti""",10.18129/B9.BIOC.LINKHD,,,
LinTInd,MIT,Luyue Wang,10.18129/B9.BIOC.LINTIND,,,
lipidr,MIT,Ahmed Mohamed,10.18129/B9.BIOC.LIPIDR,Q73192823,en,researcher
LiquidAssociation,GPL (>= 3),Yen-Yi Ho,10.18129/B9.BIOC.LIQUIDASSOCIATION,Q92147364,en,researcher (ORCID 0000-0002-3224-3184)
lisaClust,GPL (>= 2),Ellis Patrick,10.18129/B9.BIOC.LISACLUST,Q47792701,en,researcher
lmdme,GPL (>= 2),Cristobal Fresno,10.18129/B9.BIOC.LMDME,Q104751312,en,researcher
LOBSTAHS,GPL (>= 3),Henry Holm,10.18129/B9.BIOC.LOBSTAHS,Q12316508,,
loci2path,Artistic-2.0,Tianlei Xu,10.18129/B9.BIOC.LOCI2PATH,Q37367979,en,researcher
logicFS,LGPL (>= 2.1),Holger Schwender,10.18129/B9.BIOC.LOGICFS,Q91265114,en,researcher (ORCID 0000-0002-2858-6715)
logitT,GPL (>= 2),Tobias Guennel,10.18129/B9.BIOC.LOGITT,,,
LOLA,GPL-3,Nathan Sheffield,10.18129/B9.BIOC.LOLA,Q56433945,en,researcher
LoomExperiment,Artistic-2.0,Bioconductor Package Maintainer,10.18129/B9.BIOC.LOOMEXPERIMENT,,,
LPE,LGPL (>= 2.1),Nitin Jain,10.18129/B9.BIOC.LPE,Q62066797,en,researcher (ORCID 0000-0001-8555-1773)
LPEadj,LGPL (>= 2.1),Carl Murie,10.18129/B9.BIOC.LPEADJ,,,
lpNet,Artistic License 2.0,Lars Kaderali,10.18129/B9.BIOC.LPNET,Q55476916,en,researcher
lpsymphony,EPL,Vladislav Kim,10.18129/B9.BIOC.LPSYMPHONY,,,
LRBaseDbi,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.LRBASEDBI,Q59158511,en,researcher ORCID ID = 0000-0003-3797-2148
LRcell,MIT,Wenjing Ma,10.18129/B9.BIOC.LRCELL,Q91393481,en,researcher (ORCID 0000-0003-4732-1875)
lumi,LGPL (>= 2.1),Lei Huang,10.18129/B9.BIOC.LUMI,,,
LymphoSeq,Artistic-2.0,David Coffey,10.18129/B9.BIOC.LYMPHOSEQ,Q87727539,en,researcher
M3C,AGPL-3,Christopher John,10.18129/B9.BIOC.M3C,,,
M3Drop,GPL (>= 2),Tallulah Andrews,10.18129/B9.BIOC.M3DROP,Q60063271,en,researcher ORCID ID = 0000-0003-1120-2196
m6Aboost,Artistic-2.0,You Zhou,10.18129/B9.BIOC.M6ABOOST,,,
Maaslin2,MIT,Lauren McIver,10.18129/B9.BIOC.MAASLIN2,,,
Macarron,MIT,Sagun Maharjan,10.18129/B9.BIOC.MACARRON,,,
macat,Artistic-2.0,Joern Toedling,10.18129/B9.BIOC.MACAT,Q38318693,en,researcher
maCorrPlot,GPL (>= 2),Alexander Ploner,10.18129/B9.BIOC.MACORRPLOT,Q54997547,en,researcher
MACPET,GPL-3,Ioannis Vardaxis,10.18129/B9.BIOC.MACPET,,,
MACSQuantifyR,Artistic-2.0,Raphaël Bonnet,10.18129/B9.BIOC.MACSQUANTIFYR,Q98232254,,
MACSr,BSD_3_clause,Qiang Hu,10.18129/B9.BIOC.MACSR,Q89865938,en,researcher (ORCID 0000-0002-4090-5539)
MADSEQ,GPL (>= 2),Yu Kong,10.18129/B9.BIOC.MADSEQ,Q95975501,en,researcher
MAGAR,GPL-3,Michael Scherer,10.18129/B9.BIOC.MAGAR,,,
MAGeCKFlute,GPL (>= 3),Wubing Zhang,10.18129/B9.BIOC.MAGECKFLUTE,,,
MAI,GPL-3,Jonathan Dekermanjian,10.18129/B9.BIOC.MAI,,,
maigesPack,GPL (>= 2),Gustavo H. Esteves,10.18129/B9.BIOC.MAIGESPACK,Q58889026,en,researcher ORCID ID = 0000-0003-1000-2387
makecdfenv,GPL (>= 2),James W. MacDonald,10.18129/B9.BIOC.MAKECDFENV,,,
MANOR,GPL-2,Pierre Neuvial,10.18129/B9.BIOC.MANOR,Q38155324,en,researcher
MantelCorr,GPL (>= 2),Brian Steinmeyer,10.18129/B9.BIOC.MANTELCORR,,,
mAPKL,GPL (>= 2),Argiris Sakellariou,10.18129/B9.BIOC.MAPKL,,,
maPredictDSC,GPL-2,Adi Laurentiu Tarca,10.18129/B9.BIOC.MAPREDICTDSC,,,
mapscape,GPL-3,Maia Smith,10.18129/B9.BIOC.MAPSCAPE,Q59150957,en,researcher ORCID ID = 0000-0002-1154-1158
marr,GPL (>= 3),Tusharkanti Ghosh,10.18129/B9.BIOC.MARR,Q92681377,en,researcher (ORCID 0000-0003-3865-239X)
marray,LGPL (>= 2.1),Yee Hwa (Jean) Yang,10.18129/B9.BIOC.MARRAY,,,
martini,GPL-3,Hector Climente-Gonzalez,10.18129/B9.BIOC.MARTINI,Q57450057,en,researcher
maser,MIT,Diogo F.T. Veiga,10.18129/B9.BIOC.MASER,,,
maSigPro,GPL (>= 2),Maria Jose Nueda,10.18129/B9.BIOC.MASIGPRO,Q42082615,en,researcher
maskBAD,GPL (>= 2),Michael Dannemann,10.18129/B9.BIOC.MASKBAD,Q28805283,en,researcher
MassArray,GPL (>= 2),Reid F. Thompson,10.18129/B9.BIOC.MASSARRAY,,,
MassSpecWavelet,LGPL (>= 2.1),Sergio Oller Moreno,10.18129/B9.BIOC.MASSSPECWAVELET,Q47223899,en,researcher
MAST,GPL (>= 2),Andrew McDavid,10.18129/B9.BIOC.MAST,Q58072429,en,"researcher, ORCID id # 0000-0002-6581-1213"
MatrixGenerics,Artistic-2.0,Peter Hickey,10.18129/B9.BIOC.MATRIXGENERICS,Q55692622,en,researcher
MatrixQCvis,GPL (>= 3),Thomas Naake,10.18129/B9.BIOC.MATRIXQCVIS,Q89993665,en,researcher
MatrixRider,GPL-3,Elena Grassi,10.18129/B9.BIOC.MATRIXRIDER,Q56550564,en,researcher
matter,Artistic-2.0,Kylie A. Bemis,10.18129/B9.BIOC.MATTER,,,
MBAmethyl,Artistic-2.0,Tao Wang,10.18129/B9.BIOC.MBAMETHYL,,,
MBASED,Artistic-2.0,Oleg Mayba,10.18129/B9.BIOC.MBASED,,,
MBCB,GPL (>= 2),Jeff Allen,10.18129/B9.BIOC.MBCB,,,
MBECS,Artistic-2.0,Michael Olbrich,10.18129/B9.BIOC.MBECS,Q95757822,,
mbkmeans,MIT,Davide Risso,10.18129/B9.BIOC.MBKMEANS,Q55979537,en,researcher (ORCID 0000-0001-8508-5012)
mbOmic,Artistic-2.0,Congcong Gong,10.18129/B9.BIOC.MBOMIC,,,
mBPCR,GPL (>= 2),P.M.V. Rancoita,10.18129/B9.BIOC.MBPCR,,,
MBQN,GPL-3,Eva Brombacher,10.18129/B9.BIOC.MBQN,Q99632481,en,researcher
MBttest,GPL-3,Yuan-De Tan,10.18129/B9.BIOC.MBTTEST,,,
MCbiclust,GPL-2,Robert Bentham,10.18129/B9.BIOC.MCBICLUST,,,
mdp,GPL-3,Helder Nakaya,10.18129/B9.BIOC.MDP,Q42614737,en,researcher
mdqc,LGPL (>= 2.1),Gabriela Cohen-Freue,10.18129/B9.BIOC.MDQC,,,
MDTS,Artistic-2.0,Jack M.. Fu,10.18129/B9.BIOC.MDTS,,,
MEAL,Artistic-2.0,Xavier Escribà Montagut,10.18129/B9.BIOC.MEAL,,,
MeasurementError.cor,LGPL (>= 2.1),Beiying Ding,10.18129/B9.BIOC.MEASUREMENTERROR.COR,Q102170453,en,Ph.D. Harvard University 2005
MEAT,MIT,Sarah Voisin,10.18129/B9.BIOC.MEAT,Q55743382,en,researcher
MEB,GPL-2,Jiadi Zhu,10.18129/B9.BIOC.MEB,Q90370561,en,researcher (ORCID 0000-0001-7319-3913)
MEDIPS,GPL (>= 2),Lukas Chavez,10.18129/B9.BIOC.MEDIPS,Q53473799,en,researcher
MEDME,GPL (>= 2),Mattia Pelizzola,10.18129/B9.BIOC.MEDME,Q38155143,en,researcher
megadepth,Artistic-2.0,David Zhang,10.18129/B9.BIOC.MEGADEPTH,Q45954735,en,researcher (ORCID 0000-0002-5027-5286)
MEIGOR,GPL-3,Jose A. Egea,10.18129/B9.BIOC.MEIGOR,Q55383037,en,researcher
memes,MIT,Spencer Nystrom,10.18129/B9.BIOC.MEMES,Q89864881,en,researcher
Mergeomics,GPL (>= 2),Zeyneb Kurt,10.18129/B9.BIOC.MERGEOMICS,Q57651908,en,researcher ORCID ID = 0000-0003-3186-8091
MesKit,GPL-3,Mengni Liu,10.18129/B9.BIOC.MESKIT,,,
metabCombiner,GPL-3,Hani Habra,10.18129/B9.BIOC.METABCOMBINER,,,
MetaboAnnotation,Artistic-2.0,Johannes Rainer,10.18129/B9.BIOC.METABOANNOTATION,Q55266814,en,researcher
MetaboCoreUtils,Artistic-2.0,Johannes Rainer,10.18129/B9.BIOC.METABOCOREUTILS,Q55266814,en,researcher
metabolomicsWorkbenchR,GPL-3,Gavin Rhys Lloyd,10.18129/B9.BIOC.METABOLOMICSWORKBENCHR,,,
metabomxtr,GPL-2,Michael Nodzenski,10.18129/B9.BIOC.METABOMXTR,,,
MetaCyto,GPL (>= 2),Zicheng Hu,10.18129/B9.BIOC.METACYTO,Q98499375,en,researcher
metagene,Artistic-2.0,Charles Joly Beauparlant,10.18129/B9.BIOC.METAGENE,,,
metagene2,Artistic-2.0,Eric Fournier,10.18129/B9.BIOC.METAGENE2,Q65582013,,
metahdep,GPL-3,John R. Stevens,10.18129/B9.BIOC.METAHDEP,Q112111706,,
metaMS,GPL (>= 2),Yann Guitton,10.18129/B9.BIOC.METAMS,Q57903212,en,"researcher, ORCID id # 0000-0002-4479-0636"
metapod,GPL-3,Aaron Lun,10.18129/B9.BIOC.METAPOD,Q61727711,en,researcher ORCID ID = 0000-0002-3564-4813
metapone,Artistic-2.0,Tianwei Yu,10.18129/B9.BIOC.METAPONE,Q88180855,en,researcher
metaSeq,Artistic-2.0,Koki Tsuyuzaki,10.18129/B9.BIOC.METASEQ,Q59158511,en,researcher ORCID ID = 0000-0003-3797-2148
metaseqR2,GPL (>= 3),Panagiotis Moulos,10.18129/B9.BIOC.METASEQR2,Q104755397,en,researcher
metavizr,MIT,Hector Corrada Bravo,10.18129/B9.BIOC.METAVIZR,Q35703653,en,researcher
MetaVolcanoR,GPL-3,Cesar Prada,10.18129/B9.BIOC.METAVOLCANOR,Q60729215,en,researcher ORCID ID = 0000-0003-1939-2297
MetCirc,GPL (>= 3),Thomas Naake,10.18129/B9.BIOC.METCIRC,Q89993665,en,researcher
MethPed,GPL-2,Helena Carén,10.18129/B9.BIOC.METHPED,Q39025579,en,researcher
MethReg,GPL-3,Tiago Silva,10.18129/B9.BIOC.METHREG,Q39500829,en,researcher
MethTargetedNGS,Artistic-2.0,Muhammad Ahmer Jamil,10.18129/B9.BIOC.METHTARGETEDNGS,,,
MethylAid,GPL (>= 2),L.J.Sinke,10.18129/B9.BIOC.METHYLAID,,,
methylCC,CC BY 4.0,Stephanie C. Hicks,10.18129/B9.BIOC.METHYLCC,,,
methylclock,MIT,Dolors Pelegri-Siso,10.18129/B9.BIOC.METHYLCLOCK,,,
methylKit,Artistic-2.0,Altuna Akalin,10.18129/B9.BIOC.METHYLKIT,Q56614722,en,researcher
MethylMix,GPL-2,Olivier Gevaert,10.18129/B9.BIOC.METHYLMIX,Q56334002,en,researcher
methylMnM,GPL-3,Yan Zhou,10.18129/B9.BIOC.METHYLMNM,Q42052619,en,researcher ORCID: 0000-0002-5545-5681
methylscaper,GPL-2,Bacher Rhonda,10.18129/B9.BIOC.METHYLSCAPER,,,
methylumi,GPL-2,Sean Davis,10.18129/B9.BIOC.METHYLUMI,Q37390205,en,bioinformatician
MetID,Artistic-2.0,Zhenzhi Li,10.18129/B9.BIOC.METID,,,
MetNet,GPL (>= 3),Thomas Naake,10.18129/B9.BIOC.METNET,Q89993665,en,researcher
Mfuzz,GPL-2,Matthias Futschik,10.18129/B9.BIOC.MFUZZ,Q37376165,en,researcher
MGFM,GPL-3,Khadija El Amrani,10.18129/B9.BIOC.MGFM,,,
MGFR,GPL-3,Khadija El Amrani,10.18129/B9.BIOC.MGFR,,,
mgsa,Artistic-2.0,Sebastian Bauer,10.18129/B9.BIOC.MGSA,Q62554558,en,researcher (ORCID 0000-0001-5949-8120)
mia,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.MIA,,,
miaSim,Artistic-2.0,Yagmur Simsek,10.18129/B9.BIOC.MIASIM,,,
miaViz,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.MIAVIZ,,,
MiChip,GPL (>= 2),Jonathon Blake,10.18129/B9.BIOC.MICHIP,,,
microbiome,BSD_2_clause,Leo Lahti,10.18129/B9.BIOC.MICROBIOME,Q42633248,en,researcher
microbiomeDASim,MIT,Justin Williams,10.18129/B9.BIOC.MICROBIOMEDASIM,,,
microbiomeExplorer,MIT,Janina Reeder,10.18129/B9.BIOC.MICROBIOMEEXPLORER,Q98394844,en,researcher
microbiomeMarker,GPL-3,Yang Cao,10.18129/B9.BIOC.MICROBIOMEMARKER,Q55182105,en,researcher (ORCID 0000-0002-3552-9153)
MicrobiomeProfiler,GPL-2,Meijun Chen,10.18129/B9.BIOC.MICROBIOMEPROFILER,,,
MicrobiotaProcess,GPL (>= 3.0),Shuangbin Xu,10.18129/B9.BIOC.MICROBIOTAPROCESS,,,
microRNA,Artistic-2.0,"""James F. Reid""",10.18129/B9.BIOC.MICRORNA,,,
midasHLA,MIT,Maciej Migdał,10.18129/B9.BIOC.MIDASHLA,,,
MIGSA,GPL (>= 2),Juan C. Rodriguez,10.18129/B9.BIOC.MIGSA,,,
miloR,GPL-3,Mike Morgan,10.18129/B9.BIOC.MILOR,,,
mimager,MIT,Aaron Wolen,10.18129/B9.BIOC.MIMAGER,Q58109768,en,"researcher, ORCID id # 0000-0003-2542-2202"
mina,GPL,Rui Guan,10.18129/B9.BIOC.MINA,,,
MineICA,GPL-2,Anne Biton,10.18129/B9.BIOC.MINEICA,,,
minet,Artistic-2.0,Patrick E. Meyer,10.18129/B9.BIOC.MINET,,,
MinimumDistance,Artistic-2.0,Robert Scharpf,10.18129/B9.BIOC.MINIMUMDISTANCE,Q88790168,en,researcher
MiPP,GPL (>= 2),Sukwoo Kim,10.18129/B9.BIOC.MIPP,,,
miQC,BSD_3_clause,Ariel Hippen,10.18129/B9.BIOC.MIQC,,,
MIRA,GPL-3,John Lawson,10.18129/B9.BIOC.MIRA,Q57020039,en,researcher
miRBaseConverter,GPL (>= 2),Taosheng Xu,10.18129/B9.BIOC.MIRBASECONVERTER,Q59703538,en,researcher ORCID ID = 0000-0001-8283-7274
miRcomp,GPL-3,Matthew N. McCall,10.18129/B9.BIOC.MIRCOMP,,,
mirIntegrator,GPL (>= 3),Diana Diaz,10.18129/B9.BIOC.MIRINTEGRATOR,,,
miRLAB,GPL (>= 2),Thuc Duy Le,10.18129/B9.BIOC.MIRLAB,Q57305901,en,researcher
miRmine,GPL (>= 3),Dusan Randjelovic,10.18129/B9.BIOC.MIRMINE,,,
miRNApath,LGPL (>= 2.1),James M. Ward,10.18129/B9.BIOC.MIRNAPATH,,,
miRNAtap,GPL-2,T. Ian Simpson,10.18129/B9.BIOC.MIRNATAP,,,
miRSM,GPL-3,Junpeng Zhang,10.18129/B9.BIOC.MIRSM,Q42826224,en,researcher (ORCID 0000-0001-6127-9701)
miRspongeR,GPL-3,Junpeng Zhang,10.18129/B9.BIOC.MIRSPONGER,Q42826224,en,researcher (ORCID 0000-0001-6127-9701)
mirTarRnaSeq,MIT,Mercedeh Movassagh,10.18129/B9.BIOC.MIRTARRNASEQ,,,
missMethyl,GPL-2,Belinda Phipson,10.18129/B9.BIOC.MISSMETHYL,Q57386988,en,researcher
missRows,Artistic-2.0,Gonzalez Ignacio,10.18129/B9.BIOC.MISSROWS,,,
mistyR,GPL-3,Jovan Tanevski,10.18129/B9.BIOC.MISTYR,Q85471304,en,researcher
mitoClone2,GPL-3,Benjamin Story,10.18129/B9.BIOC.MITOCLONE2,Q87912837,en,researcher
mixOmics,GPL (>= 2),Al J Abadi,10.18129/B9.BIOC.MIXOMICS,,,
MLInterfaces,LGPL (>= 2.1),V. Carey,10.18129/B9.BIOC.MLINTERFACES,,,
MLP,GPL-3,Tobias Verbeke,10.18129/B9.BIOC.MLP,,,
MMAPPR2,GPL-3,Jonathon Hill,10.18129/B9.BIOC.MMAPPR2,Q37656690,en,researcher
MMDiff2,Artistic-2.0,Gabriele Schweikert,10.18129/B9.BIOC.MMDIFF2,,,
MMUPHin,MIT,Siyuan MA,10.18129/B9.BIOC.MMUPHIN,Q88608108,en,researcher (ORCID 0000-0002-3542-4490)
mnem,GPL-3,Martin Pirkl,10.18129/B9.BIOC.MNEM,,,
moanin,BSD 3-clause License,Nelle Varoquaux,10.18129/B9.BIOC.MOANIN,Q56775122,en,researcher
MobilityTransformR,Artistic-2.0,Liesa Salzer,10.18129/B9.BIOC.MOBILITYTRANSFORMR,,,
MODA,GPL (>= 2),Dong Li,10.18129/B9.BIOC.MODA,Q50148351,en,researcher (ORCID 0000-0002-2508-3282)
ModCon,GPL-3,Johannes Ptok,10.18129/B9.BIOC.MODCON,Q104101821,en,researcher
Modstrings,Artistic-2.0,Felix G.M. Ernst,10.18129/B9.BIOC.MODSTRINGS,,,
MOGAMUN,GPL-3,Elva-María Novoa-del-Toro,10.18129/B9.BIOC.MOGAMUN,,,
mogsa,GPL-2,Chen Meng,10.18129/B9.BIOC.MOGSA,,,
MOMA,GPL-3,Sunny Jones,10.18129/B9.BIOC.MOMA,,,
monaLisa,GPL (>= 3),Michael Stadler,10.18129/B9.BIOC.MONALISA,Q85429147,en,researcher
monocle,Artistic-2.0,Cole Trapnell,10.18129/B9.BIOC.MONOCLE,Q56398006,en,Assistant Professor in the Department of Genome Sciences at the University of Washington
MoonlightR,GPL (>= 3),Matteo Tiberti,10.18129/B9.BIOC.MOONLIGHTR,,,
mosaics,GPL (>= 2),Dongjun Chung,10.18129/B9.BIOC.MOSAICS,Q50903908,en,researcher
mosbi,AGPL-3,Tim Daniel Rose,10.18129/B9.BIOC.MOSBI,Q97522214,en,researcher
MOSim,GPL-3,Carlos Martínez,10.18129/B9.BIOC.MOSIM,,,
Motif2Site,GPL-2,Peyman Zarrineh,10.18129/B9.BIOC.MOTIF2SITE,Q102391290,en,Ph.D. Katholieke Universiteit Leuven 2011
motifcounter,GPL-2,Wolfgang Kopp,10.18129/B9.BIOC.MOTIFCOUNTER,Q91153253,en,researcher (ORCID 0000-0002-8869-5470)
motifmatchr,GPL-3,Alicia Schep,10.18129/B9.BIOC.MOTIFMATCHR,Q58012661,en,"researcher, ORCID id # 0000-0002-3915-0618"
MPFE,GPL (>= 3),Conrad Burden,10.18129/B9.BIOC.MPFE,Q51909432,en,"statistician, bioinformatician"
MPRAnalyze,GPL-3,Tal Ashuach,10.18129/B9.BIOC.MPRANALYZE,Q93060621,en,researcher (ORCID 0000-0003-1939-0865)
MQmetrics,GPL-3,Alvaro Sanchez-Villalba,10.18129/B9.BIOC.MQMETRICS,,,
MSA2dist,MIT,Kristian K Ullrich,10.18129/B9.BIOC.MSA2DIST,Q88432175,en,researcher
MsBackendMassbank,Artistic-2.0,RforMassSpectrometry Package Maintainer,10.18129/B9.BIOC.MSBACKENDMASSBANK,,,
MsBackendMgf,Artistic-2.0,RforMassSpectrometry Package Maintainer,10.18129/B9.BIOC.MSBACKENDMGF,,,
MsBackendMsp,Artistic-2.0,Johannes Rainer,10.18129/B9.BIOC.MSBACKENDMSP,Q55266814,en,researcher
MsCoreUtils,Artistic-2.0,RforMassSpectrometry Package Maintainer,10.18129/B9.BIOC.MSCOREUTILS,,,
MsFeatures,Artistic-2.0,Johannes Rainer,10.18129/B9.BIOC.MSFEATURES,Q55266814,en,researcher
msgbsR,GPL-2,Benjamin Mayne,10.18129/B9.BIOC.MSGBSR,Q98181164,en,researcher
msImpute,GPL (>= 2),Soroor Hediyeh-zadeh,10.18129/B9.BIOC.MSIMPUTE,Q89876420,en,researcher
msmsEDA,GPL-2,Josep Gregori,10.18129/B9.BIOC.MSMSEDA,Q56810885,en,researcher
msmsTests,GPL-2,Josep Gregori i Font,10.18129/B9.BIOC.MSMSTESTS,,,
