Package,Version,Depends,License,DOI
flowUtils,1.59.0,R (>= 2.2.0),Artistic-2.0,10.18129/B9.BIOC.FLOWUTILS
flowViz,1.60.2,"R (>= 2.7.0), flowCore(>= 1.41.9), lattice",Artistic-2.0,10.18129/B9.BIOC.FLOWVIZ
flowVS,1.28.0,"R (>= 3.2), methods, flowCore, flowViz, flowStats",Artistic-2.0,10.18129/B9.BIOC.FLOWVS
fmcsR,1.38.0,"R (>= 2.10.0), ChemmineR, methods",Artistic-2.0,10.18129/B9.BIOC.FMCSR
fmrs,1.6.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.FMRS
fobitools,1.4.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.FOBITOOLS
FoldGO,1.14.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.FOLDGO
FRASER,1.8.1,"BiocParallel, data.table, Rsamtools, SummarizedExperiment",MIT,10.18129/B9.BIOC.FRASER
frenchFISH,1.8.0,NA,Artistic-2.0,10.18129/B9.BIOC.FRENCHFISH
FRGEpistasis,1.32.0,"R (>= 2.15), MASS, fda, methods, stats",GPL-2,10.18129/B9.BIOC.FRGEPISTASIS
frma,1.48.0,"R (>= 2.10.0), Biobase (>= 2.6.0)",GPL (>= 2),10.18129/B9.BIOC.FRMA
frmaTools,1.48.0,"R (>= 2.10.0), affy",GPL (>= 2),10.18129/B9.BIOC.FRMATOOLS
FScanR,1.6.0,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.FSCANR
FunChIP,1.22.0,"R (>= 3.5.0), GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.FUNCHIP
funtooNorm,1.20.0,R(>= 3.4),GPL-3,10.18129/B9.BIOC.FUNTOONORM
GA4GHclient,1.20.0,"R (>= 3.5.0), S4Vectors",GPL (>= 2),10.18129/B9.BIOC.GA4GHCLIENT
GA4GHshiny,1.18.0,GA4GHclient,GPL-3,10.18129/B9.BIOC.GA4GHSHINY
gaga,2.42.0,"R (>= 2.8.0), Biobase, coda, EBarrays, mgcv",GPL (>= 2),10.18129/B9.BIOC.GAGA
gage,2.46.0,R (>= 3.5.0),GPL (>= 2.0),10.18129/B9.BIOC.GAGE
gaggle,1.64.0,"R (>= 2.3.0), rJava (>= 0.4), graph (>= 1.10.2), RUnit (>=
0.4.17)",GPL (>= 2),10.18129/B9.BIOC.GAGGLE
gaia,2.39.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.GAIA
GAPGOM,1.11.0,R (>= 4.0),MIT,10.18129/B9.BIOC.GAPGOM
GAprediction,1.22.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.GAPREDICTION
garfield,1.24.0,NA,GPL-3,10.18129/B9.BIOC.GARFIELD
GARS,1.16.0,"R (>= 3.5), ggplot2, cluster",GPL (>= 2),10.18129/B9.BIOC.GARS
GateFinder,1.16.0,NA,Artistic-2.0,10.18129/B9.BIOC.GATEFINDER
GBScleanR,1.0.0,NA,GPL-3,10.18129/B9.BIOC.GBSCLEANR
gcapc,1.20.0,R (>= 3.4),GPL-3,10.18129/B9.BIOC.GCAPC
gcatest,1.26.0,R (>= 3.2),GPL-3,10.18129/B9.BIOC.GCATEST
gCrisprTools,2.2.1,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.GCRISPRTOOLS
gcrma,2.68.0,"R (>= 2.6.0), affy (>= 1.23.2), graphics, methods, stats,
utils",LGPL,10.18129/B9.BIOC.GCRMA
GCSConnection,1.7.0,R (>= 4.0.0),GPL (>= 2),10.18129/B9.BIOC.GCSCONNECTION
GCSFilesystem,1.6.0,R (>= 4.0.0),GPL (>= 2),10.18129/B9.BIOC.GCSFILESYSTEM
GCSscore,1.10.0,R (>= 3.6),GPL (>= 3),10.18129/B9.BIOC.GCSSCORE
GDCRNATools,1.16.2,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GDCRNATOOLS
GDSArray,1.16.0,"R (>= 3.5), gdsfmt, methods, BiocGenerics, DelayedArray (>=
0.5.32)",GPL-3,10.18129/B9.BIOC.GDSARRAY
gdsfmt,1.32.0,"R (>= 2.15.0), methods",LGPL-3,10.18129/B9.BIOC.GDSFMT
GEM,1.22.0,R (>= 3.3),Artistic-2.0,10.18129/B9.BIOC.GEM
gemini,1.10.0,R (>= 4.1.0),BSD_3_clause,10.18129/B9.BIOC.GEMINI
genbankr,1.24.0,methods,Artistic-2.0,10.18129/B9.BIOC.GENBANKR
geneAttribution,1.22.0,NA,Artistic-2.0,10.18129/B9.BIOC.GENEATTRIBUTION
GeneBreak,1.26.0,"R(>= 3.2), QDNAseq, CGHcall, CGHbase, GenomicRanges",GPL-2,10.18129/B9.BIOC.GENEBREAK
geneClassifiers,1.20.0,R (>= 3.6.0),GPL-2,10.18129/B9.BIOC.GENECLASSIFIERS
GeneExpressionSignature,1.42.0,R (>= 4.0),GPL-2,10.18129/B9.BIOC.GENEEXPRESSIONSIGNATURE
genefilter,1.78.0,NA,Artistic-2.0,10.18129/B9.BIOC.GENEFILTER
genefu,2.28.0,"R (>= 4.1), survcomp, biomaRt, iC10, AIMS",Artistic-2.0,10.18129/B9.BIOC.GENEFU
GeneGA,1.46.0,"seqinr, hash, methods",GPL-2,10.18129/B9.BIOC.GENEGA
GeneGeneInteR,1.22.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.GENEGENEINTER
GeneMeta,1.68.0,"R (>= 2.10), methods, Biobase (>= 2.5.5), genefilter",Artistic-2.0,10.18129/B9.BIOC.GENEMETA
GeneNetworkBuilder,1.38.0,"R (>= 2.15.1), Rcpp (>= 0.9.13)",GPL (>= 2),10.18129/B9.BIOC.GENENETWORKBUILDER
GeneOverlap,1.32.0,NA,GPL-3,10.18129/B9.BIOC.GENEOVERLAP
geneplast,1.22.0,"R (>= 4.0), methods",GPL (>= 2),10.18129/B9.BIOC.GENEPLAST
geneplotter,1.74.0,"R (>= 2.10), methods, Biobase, BiocGenerics, lattice, annotate",Artistic-2.0,10.18129/B9.BIOC.GENEPLOTTER
geneRecommender,1.68.0,"R (>= 1.8.0), Biobase (>= 1.4.22), methods",GPL (>= 2),10.18129/B9.BIOC.GENERECOMMENDER
GeneRegionScan,1.52.0,"methods, Biobase (>= 2.5.5), Biostrings",GPL (>= 2),10.18129/B9.BIOC.GENEREGIONSCAN
geneRxCluster,1.32.0,"GenomicRanges,IRanges",GPL (>= 2),10.18129/B9.BIOC.GENERXCLUSTER
GeneSelectMMD,2.40.0,"R (>= 2.13.2), Biobase",GPL (>= 2),10.18129/B9.BIOC.GENESELECTMMD
GENESIS,2.26.0,NA,GPL-3,10.18129/B9.BIOC.GENESIS
GeneStructureTools,1.16.0,NA,BSD_3_clause,10.18129/B9.BIOC.GENESTRUCTURETOOLS
geNetClassifier,1.36.0,"R (>= 2.10.1), Biobase (>= 2.5.5), EBarrays, minet, methods",GPL (>= 2),10.18129/B9.BIOC.GENETCLASSIFIER
GeneticsPed,1.58.0,"R (>= 2.4.0), MASS",LGPL (>= 2.1),10.18129/B9.BIOC.GENETICSPED
GeneTonic,2.0.1,R (>= 4.0.0),MIT,10.18129/B9.BIOC.GENETONIC
geneXtendeR,1.22.0,"rtracklayer, GO.db, R (>= 3.5.0)",GPL (>= 3),10.18129/B9.BIOC.GENEXTENDER
GENIE3,1.18.0,NA,GPL (>= 2),10.18129/B9.BIOC.GENIE3
genoCN,1.48.0,NA,GPL (>= 2),10.18129/B9.BIOC.GENOCN
genomation,1.28.0,"R (>= 3.5.0), grid",Artistic-2.0,10.18129/B9.BIOC.GENOMATION
GenomeInfoDb,1.32.2,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.25.12), IRanges (>= 2.13.12)",Artistic-2.0,10.18129/B9.BIOC.GENOMEINFODB
genomeIntervals,1.52.0,"R (>= 2.15.0), methods, intervals (>= 0.14.0), BiocGenerics
(>= 0.15.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMEINTERVALS
genomes,3.26.0,"readr, curl",GPL-3,10.18129/B9.BIOC.GENOMES
GenomicAlignments,1.32.1,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>= 1.13.1),
GenomicRanges (>= 1.41.5), SummarizedExperiment (>= 1.9.13),
Biostrings (>= 2.55.7), Rsamtools (>= 1.31.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMICALIGNMENTS
GenomicDataCommons,1.20.1,"R (>= 3.4.0), magrittr",Artistic-2.0,10.18129/B9.BIOC.GENOMICDATACOMMONS
GenomicDistributions,1.4.6,"R (>= 4.0), IRanges, GenomicRanges",BSD_2_clause,10.18129/B9.BIOC.GENOMICDISTRIBUTIONS
GenomicFeatures,1.48.3,"R (>= 3.5.0), BiocGenerics (>= 0.1.0), S4Vectors (>= 0.17.29),
IRanges (>= 2.13.23), GenomeInfoDb (>= 1.25.7), GenomicRanges
(>= 1.31.17), AnnotationDbi (>= 1.41.4)",Artistic-2.0,10.18129/B9.BIOC.GENOMICFEATURES
GenomicFiles,1.32.1,"R (>= 3.1.0), methods, BiocGenerics (>= 0.11.2),
MatrixGenerics, GenomicRanges (>= 1.31.16),
SummarizedExperiment, BiocParallel (>= 1.1.0), Rsamtools (>=
1.17.29), rtracklayer (>= 1.25.3)",Artistic-2.0,10.18129/B9.BIOC.GENOMICFILES
GenomicInteractions,1.30.0,"R (>= 3.5), InteractionSet",GPL-3,10.18129/B9.BIOC.GENOMICINTERACTIONS
GenomicOZone,1.10.0,"R (>= 4.0.0), Ckmeans.1d.dp (>= 4.3.0), GenomicRanges,
biomaRt, ggplot2",LGPL (>= 3),10.18129/B9.BIOC.GENOMICOZONE
GenomicRanges,1.48.0,"R (>= 4.0.0), methods, stats4, BiocGenerics (>= 0.37.0),
S4Vectors (>= 0.27.12), IRanges (>= 2.23.9), GenomeInfoDb (>=
1.15.2)",Artistic-2.0,10.18129/B9.BIOC.GENOMICRANGES
GenomicScores,2.8.2,"R (>= 3.5), S4Vectors (>= 0.7.21), GenomicRanges, methods,
BiocGenerics (>= 0.13.8)",Artistic-2.0,10.18129/B9.BIOC.GENOMICSCORES
GenomicSuperSignature,1.4.0,"R (>= 4.1.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.GENOMICSUPERSIGNATURE
GenomicTuples,1.30.0,"R (>= 4.0), GenomicRanges (>= 1.37.4), GenomeInfoDb (>=
1.15.2), S4Vectors (>= 0.17.25)",Artistic-2.0,10.18129/B9.BIOC.GENOMICTUPLES
genphen,1.24.0,"R (>= 3.5.0), Rcpp (>= 0.12.17), methods, stats, graphics",GPL (>= 2),10.18129/B9.BIOC.GENPHEN
GenProSeq,1.0.0,"keras, mclust, R (>= 4.2)",Artistic-2.0,10.18129/B9.BIOC.GENPROSEQ
GenVisR,1.28.0,"R (>= 3.3.0), methods",GPL-3,10.18129/B9.BIOC.GENVISR
GeoDiff,1.2.0,"R (>= 4.1.0), Biobase",MIT,10.18129/B9.BIOC.GEODIFF
GEOexplorer,1.2.0,"shiny, limma, Biobase, plotly, shinyBS",GPL-3,10.18129/B9.BIOC.GEOEXPLORER
GEOfastq,1.4.0,NA,MIT,10.18129/B9.BIOC.GEOFASTQ
GEOmetadb,1.58.0,"GEOquery,RSQLite",Artistic-2.0,10.18129/B9.BIOC.GEOMETADB
GeomxTools,3.0.1,"R (>= 3.6), Biobase, NanoStringNCTools, S4Vectors",MIT,10.18129/B9.BIOC.GEOMXTOOLS
GEOquery,2.64.2,"methods, Biobase",MIT,10.18129/B9.BIOC.GEOQUERY
GEOsubmission,1.48.0,NA,GPL (>= 2),10.18129/B9.BIOC.GEOSUBMISSION
gep2pep,1.16.0,NA,GPL-3,10.18129/B9.BIOC.GEP2PEP
gespeR,1.28.0,"methods, graphics, ggplot2, R(>= 2.10)",GPL-3,10.18129/B9.BIOC.GESPER
getDEE2,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.GETDEE2
geva,1.4.0,R (>= 4.1),LGPL-3,10.18129/B9.BIOC.GEVA
GEWIST,1.40.0,"R (>= 2.10), car",GPL-2,10.18129/B9.BIOC.GEWIST
ggbio,1.44.1,"methods, BiocGenerics, ggplot2 (>= 1.0.0)",Artistic-2.0,10.18129/B9.BIOC.GGBIO
ggcyto,1.24.1,"methods, ggplot2(>= 3.3.0), flowCore(>= 1.41.5), ncdfFlow(>=
2.17.1), flowWorkspace(>= 3.33.1)",Artistic-2.0,10.18129/B9.BIOC.GGCYTO
ggmanh,1.0.0,"methods, ggplot2",MIT,10.18129/B9.BIOC.GGMANH
ggmsa,1.2.3,R (>= 4.1.0),Artistic-2.0,10.18129/B9.BIOC.GGMSA
GGPA,1.8.0,"R (>= 4.0.0), stats, methods, graphics, GGally, network, sna,
scales, matrixStats",GPL (>= 2),10.18129/B9.BIOC.GGPA
ggspavis,1.2.0,ggplot2,MIT,10.18129/B9.BIOC.GGSPAVIS
ggtree,3.4.1,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GGTREE
ggtreeExtra,1.6.0,NA,GPL (>= 3),10.18129/B9.BIOC.GGTREEEXTRA
GIGSEA,1.14.0,"R (>= 3.5), Matrix, MASS, locfdr, stats, utils",LGPL-3,10.18129/B9.BIOC.GIGSEA
girafe,1.48.0,"R (>= 2.10.0), methods, BiocGenerics (>= 0.13.8), S4Vectors
(>= 0.17.25), Rsamtools (>= 1.31.2), intervals (>= 0.13.1),
ShortRead (>= 1.37.1), genomeIntervals (>= 1.25.1), grid",Artistic-2.0,10.18129/B9.BIOC.GIRAFE
GISPA,1.20.0,R (>= 3.5),GPL-2,10.18129/B9.BIOC.GISPA
GLAD,2.60.0,R (>= 2.10),GPL-2,10.18129/B9.BIOC.GLAD
GladiaTOX,1.12.0,"R (>= 3.6.0), data.table (>= 1.9.4)",GPL-2,10.18129/B9.BIOC.GLADIATOX
Glimma,2.6.0,R (>= 4.0.0),GPL-3,10.18129/B9.BIOC.GLIMMA
glmGamPoi,1.8.0,NA,GPL-3,10.18129/B9.BIOC.GLMGAMPOI
glmSparseNet,1.14.1,"R (>= 4.1), Matrix, MultiAssayExperiment, glmnet",GPL-3,10.18129/B9.BIOC.GLMSPARSENET
GlobalAncova,4.14.0,"methods, corpcor, globaltest",GPL (>= 2),10.18129/B9.BIOC.GLOBALANCOVA
globalSeq,1.24.0,R (>= 3.0.0),GPL-3,10.18129/B9.BIOC.GLOBALSEQ
globaltest,5.50.0,"methods, survival",GPL (>= 2),10.18129/B9.BIOC.GLOBALTEST
gmapR,1.38.0,"R (>= 2.15.0), methods, GenomeInfoDb (>= 1.1.3), GenomicRanges
(>= 1.31.8), Rsamtools (>= 1.31.2)",Artistic-2.0,10.18129/B9.BIOC.GMAPR
GmicR,1.10.0,NA,GPL-2,10.18129/B9.BIOC.GMICR
gmoviz,1.8.0,"circlize, GenomicRanges, graphics, R (>= 4.0)",GPL-3,10.18129/B9.BIOC.GMOVIZ
GMRP,1.24.0,"R(>= 3.3.0),stats,utils,graphics, grDevices, diagram, plotrix,
base,GenomicRanges",GPL (>= 2),10.18129/B9.BIOC.GMRP
GNET2,1.12.0,R (>= 3.6),Apache License 2.0,10.18129/B9.BIOC.GNET2
GOexpress,1.30.0,"R (>= 3.4), grid, stats, graphics, Biobase (>= 2.22.0)",GPL (>= 3),10.18129/B9.BIOC.GOEXPRESS
GOfuncR,1.16.0,"R (>= 3.4), vioplot (>= 0.2),",GPL (>= 2),10.18129/B9.BIOC.GOFUNCR
GOpro,1.22.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.GOPRO
goProfiles,1.58.0,"Biobase, AnnotationDbi, GO.db, CompQuadForm, stringr",GPL-2,10.18129/B9.BIOC.GOPROFILES
GOSemSim,2.22.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.GOSEMSIM
goseq,1.48.0,"R (>= 2.11.0), BiasedUrn, geneLenDataBase (>= 1.9.2)",LGPL (>= 2),10.18129/B9.BIOC.GOSEQ
GOSim,1.34.0,"GO.db, annotate",GPL (>= 2),10.18129/B9.BIOC.GOSIM
goSTAG,1.20.0,R (>= 3.4),GPL-3,10.18129/B9.BIOC.GOSTAG
GOstats,2.62.0,"R (>= 2.10), Biobase (>= 1.15.29), Category (>= 2.43.2), graph",Artistic-2.0,10.18129/B9.BIOC.GOSTATS
GOsummaries,2.32.0,"R (>= 2.15), Rcpp",GPL (>= 2),10.18129/B9.BIOC.GOSUMMARIES
GOTHiC,1.32.0,"R (>= 3.5.0), methods, GenomicRanges, Biostrings, BSgenome,
data.table",GPL-3,10.18129/B9.BIOC.GOTHIC
goTools,1.70.0,GO.db,GPL-2,10.18129/B9.BIOC.GOTOOLS
GPA,1.8.0,"R (>= 4.0.0), methods, graphics, Rcpp",GPL (>= 2),10.18129/B9.BIOC.GPA
gpart,1.13.0,"R (>= 3.5.0), grid, Homo.sapiens,
TxDb.Hsapiens.UCSC.hg38.knownGene,",MIT,10.18129/B9.BIOC.GPART
gpls,1.68.0,NA,Artistic-2.0,10.18129/B9.BIOC.GPLS
gprege,1.39.0,"R (>= 2.10), gptk",AGPL-3,10.18129/B9.BIOC.GPREGE
gpuMagic,1.12.0,"R (>= 3.6.0), methods, utils",GPL-3,10.18129/B9.BIOC.GPUMAGIC
GRaNIE,1.0.5,"R (>= 4.2.0), tidyverse, topGO",Artistic-2.0,10.18129/B9.BIOC.GRANIE
granulator,1.4.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.GRANULATOR
graper,1.12.0,R (>= 3.6),GPL (>= 2),10.18129/B9.BIOC.GRAPER
graph,1.74.0,"R (>= 2.10), methods, BiocGenerics (>= 0.13.11)",Artistic-2.0,10.18129/B9.BIOC.GRAPH
GraphAT,1.68.0,"R (>= 2.10), graph, methods",LGPL,10.18129/B9.BIOC.GRAPHAT
graphite,1.42.0,"R (>= 4.2), methods",AGPL-3,10.18129/B9.BIOC.GRAPHITE
GraphPAC,1.38.0,"R(>= 2.15),iPAC, igraph, TSP, RMallow",GPL-2,10.18129/B9.BIOC.GRAPHPAC
GRENITS,1.48.0,"R (>= 2.12.0), Rcpp (>= 0.8.6), RcppArmadillo (>= 0.2.8),
ggplot2 (>= 0.9.0)",GPL (>= 2),10.18129/B9.BIOC.GRENITS
GreyListChIP,1.28.1,"R (>= 4.0), methods, GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.GREYLISTCHIP
GRmetrics,1.22.0,"R (>= 4.0), SummarizedExperiment",GPL-3,10.18129/B9.BIOC.GRMETRICS
groHMM,1.30.1,"R (>= 3.5.0), MASS, parallel, S4Vectors (>= 0.17.25), IRanges
(>= 2.13.12), GenomeInfoDb, GenomicRanges (>= 1.31.8),
GenomicAlignments (>= 1.15.6), rtracklayer (>= 1.39.7)",GPL-3,10.18129/B9.BIOC.GROHMM
GRridge,1.20.0,"R (>= 3.2), penalized, Iso, survival, methods,
graph,stats,glmnet,mvtnorm",GPL-3,10.18129/B9.BIOC.GRRIDGE
GSALightning,1.24.0,R (>= 3.3.0),GPL (>= 2),10.18129/B9.BIOC.GSALIGHTNING
GSAR,1.30.0,"R (>= 3.0.1), igraph (>= 0.7.1)",GPL (>= 2),10.18129/B9.BIOC.GSAR
GSCA,2.26.0,"shiny, sp, gplots, ggplot2, reshape2, RColorBrewer, rhdf5,
R(>= 2.10.0)",GPL (>= 2),10.18129/B9.BIOC.GSCA
gscreend,1.10.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.GSCREEND
GSEABase,1.58.0,"R (>= 2.6.0), BiocGenerics (>= 0.13.8), Biobase (>= 2.17.8),
annotate (>= 1.45.3), methods, graph (>= 1.37.2)",Artistic-2.0,10.18129/B9.BIOC.GSEABASE
GSEABenchmarkeR,1.16.0,"R (>= 3.5.0), Biobase, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.GSEABENCHMARKER
GSEAlm,1.56.0,Biobase,Artistic-2.0,10.18129/B9.BIOC.GSEALM
GSEAmining,1.6.0,R (>= 4.0),GPL-3,10.18129/B9.BIOC.GSEAMINING
gsean,1.16.0,"R (>= 3.5), fgsea, PPInfer",Artistic-2.0,10.18129/B9.BIOC.GSEAN
GSgalgoR,1.6.0,NA,MIT,10.18129/B9.BIOC.GSGALGOR
GSReg,1.30.0,"R (>= 2.13.1), Homo.sapiens, org.Hs.eg.db, GenomicFeatures,
AnnotationDbi",GPL-2,10.18129/B9.BIOC.GSREG
GSRI,2.44.0,"R (>= 2.14.2), fdrtool",GPL-3,10.18129/B9.BIOC.GSRI
GSVA,1.44.2,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.GSVA
gtrellis,1.28.0,"R (>= 3.1.2), grid, IRanges, GenomicRanges",MIT,10.18129/B9.BIOC.GTRELLIS
GUIDEseq,1.26.0,"R (>= 3.5.0), GenomicRanges, BiocGenerics",GPL (>= 2),10.18129/B9.BIOC.GUIDESEQ
Guitar,2.12.0,"GenomicFeatures, rtracklayer,AnnotationDbi, GenomicRanges,
magrittr, ggplot2, methods, stats,utils ,knitr,dplyr",GPL-2,10.18129/B9.BIOC.GUITAR
Gviz,1.40.1,"R (>= 4.2), methods, S4Vectors (>= 0.9.25), IRanges (>=
1.99.18), GenomicRanges (>= 1.17.20), grid",Artistic-2.0,10.18129/B9.BIOC.GVIZ
GWAS.BAYES,1.6.0,"R (>= 4.0), Rcpp (>= 1.0.3), RcppEigen (>= 0.3.3.7.0), GA (>=
3.2), caret (>= 6.0-86), ggplot2 (>= 3.3.0), doParallel (>=
1.0.15), memoise (>= 1.1.0), reshape2 (>= 1.4.4), Matrix (>=
1.2-18)",GPL-2,10.18129/B9.BIOC.GWAS.BAYES
gwascat,2.28.1,"R (>= 3.5.0), methods",Artistic-2.0,10.18129/B9.BIOC.GWASCAT
GWASTools,1.42.0,Biobase,Artistic-2.0,10.18129/B9.BIOC.GWASTOOLS
gwasurvivr,1.14.0,R (>= 3.4.0),Artistic-2.0,10.18129/B9.BIOC.GWASURVIVR
GWENA,1.6.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.GWENA
h5vc,2.30.0,"grid, gridExtra, ggplot2",GPL (>= 3),10.18129/B9.BIOC.H5VC
hapFabia,1.38.0,"R (>= 3.6.0), Biobase, fabia (>= 2.3.1)",LGPL (>= 2.1),10.18129/B9.BIOC.HAPFABIA
Harman,1.24.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.HARMAN
Harshlight,1.68.0,R (>= 2.10),GPL (>= 2),10.18129/B9.BIOC.HARSHLIGHT
hca,1.4.3,R (>= 4.1),MIT,10.18129/B9.BIOC.HCA
HDF5Array,1.24.1,"R (>= 3.4), methods, DelayedArray (>= 0.15.16), rhdf5 (>=
2.31.6)",Artistic-2.0,10.18129/B9.BIOC.HDF5ARRAY
HDTD,1.30.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.HDTD
heatmaps,1.20.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.HEATMAPS
Heatplus,3.4.0,NA,GPL (>= 2),10.18129/B9.BIOC.HEATPLUS
HelloRanges,1.22.0,"methods, BiocGenerics, S4Vectors (>= 0.17.39), IRanges (>=
2.13.12), GenomicRanges (>= 1.31.10), Biostrings (>= 2.41.3),
BSgenome, GenomicFeatures (>= 1.31.5), VariantAnnotation (>=
1.19.3), Rsamtools, GenomicAlignments (>= 1.15.7), rtracklayer
(>= 1.33.8), GenomeInfoDb, SummarizedExperiment, BiocIO",GPL (>= 2),10.18129/B9.BIOC.HELLORANGES
HELP,1.54.0,"R (>= 2.8.0), stats, graphics, grDevices, Biobase, methods",GPL (>= 2),10.18129/B9.BIOC.HELP
HEM,1.68.0,R (>= 2.1.0),GPL (>= 2),10.18129/B9.BIOC.HEM
hermes,1.0.1,"ggfortify, R (>= 4.1), SummarizedExperiment (>= 1.16)",Apache License 2.0,10.18129/B9.BIOC.HERMES
HGC,1.4.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.HGC
hiAnnotator,1.30.0,"GenomicRanges, R (>= 2.10)",GPL (>= 2),10.18129/B9.BIOC.HIANNOTATOR
HIBAG,1.32.0,R (>= 3.2.0),GPL-3,10.18129/B9.BIOC.HIBAG
HiCBricks,1.14.0,"R (>= 3.6), utils, curl, rhdf5, R6, grid",MIT,10.18129/B9.BIOC.HICBRICKS
HiCcompare,1.18.0,"R (>= 3.5.0), dplyr",MIT,10.18129/B9.BIOC.HICCOMPARE
HiCDCPlus,1.4.2,NA,GPL-3,10.18129/B9.BIOC.HICDCPLUS
hierGWAS,1.26.0,R (>= 3.2.0),GPL-3,10.18129/B9.BIOC.HIERGWAS
hierinf,1.14.0,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.HIERINF
HilbertCurve,1.26.0,"R (>= 3.6.0), grid",MIT,10.18129/B9.BIOC.HILBERTCURVE
HilbertVis,1.54.0,"R (>= 2.6.0), grid, lattice",GPL (>= 3),10.18129/B9.BIOC.HILBERTVIS
HilbertVisGUI,1.54.0,"R (>= 2.6.0), HilbertVis (>= 1.1.6)",GPL (>= 3),10.18129/B9.BIOC.HILBERTVISGUI
HiLDA,1.10.0,"R(>= 4.1), ggplot2",GPL-3,10.18129/B9.BIOC.HILDA
hipathia,2.12.0,"R (>= 3.6), igraph (>= 1.0.1), AnnotationHub(>= 2.6.5),
MultiAssayExperiment(>= 1.4.9), SummarizedExperiment(>= 1.8.1)",GPL-2,10.18129/B9.BIOC.HIPATHIA
HIPPO,1.8.0,R (>= 3.6.0),GPL (>= 2),10.18129/B9.BIOC.HIPPO
hiReadsProcessor,1.32.0,"R (>= 3.5.0), Biostrings, GenomicAlignments, BiocParallel,
hiAnnotator",GPL-3,10.18129/B9.BIOC.HIREADSPROCESSOR
HIREewas,1.14.0,R (>= 3.5.0),GPL (>= 2),10.18129/B9.BIOC.HIREEWAS
HiTC,1.40.0,"R (>= 2.15.0), methods, IRanges, GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.HITC
hmdbQuery,1.16.0,"R (>= 3.5), XML",Artistic-2.0,10.18129/B9.BIOC.HMDBQUERY
HMMcopy,1.38.0,"R (>= 2.10.0), data.table (>= 1.11.8)",GPL-3,10.18129/B9.BIOC.HMMCOPY
hopach,2.56.0,"R (>= 2.11.0), cluster, Biobase, methods",GPL (>= 2),10.18129/B9.BIOC.HOPACH
HPAanalyze,1.14.0,R (>= 3.5.0),GPL-3,10.18129/B9.BIOC.HPAANALYZE
hpar,1.38.0,R (>= 3.5.0),Artistic-2.0,10.18129/B9.BIOC.HPAR
HPAStainR,1.6.0,"R (>= 4.1.0), dplyr, tidyr",Artistic-2.0,10.18129/B9.BIOC.HPASTAINR
HPiP,1.2.0,R (>= 4.1),MIT,10.18129/B9.BIOC.HPIP
HTqPCR,1.50.0,"Biobase, RColorBrewer, limma",Artistic-2.0,10.18129/B9.BIOC.HTQPCR
HTSeqGenie,4.25.1,"R (>= 3.5.0), gmapR (>= 1.8.0), ShortRead (>= 1.19.13),
VariantAnnotation (>= 1.8.3)",Artistic-2.0,10.18129/B9.BIOC.HTSEQGENIE
HTSFilter,1.36.0,R (>= 4.0.0),Artistic-2.0,10.18129/B9.BIOC.HTSFILTER
HubPub,1.4.0,NA,Artistic-2.0,10.18129/B9.BIOC.HUBPUB
HumanTranscriptomeCompendium,1.12.0,R (>= 3.6),Artistic-2.0,10.18129/B9.BIOC.HUMANTRANSCRIPTOMECOMPENDIUM
hummingbird,1.6.0,R (>= 4.0),GPL (>= 2),10.18129/B9.BIOC.HUMMINGBIRD
HybridMTest,1.40.0,"R (>= 2.9.0), Biobase, fdrtool, MASS, survival",GPL (>= 2),10.18129/B9.BIOC.HYBRIDMTEST
