Package,Version,Depends,License,DOI,QID,Descr_lang,Descr,License_DOI
reconsi,1.8.2000,NA,GPL-2,10.18129/B9.BIOC.RECONSI,Q1764509,en,single by Lowell Fulson,Q63002579
recount,1.22.0,"R (>= 3.5.0), SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.RECOUNT,Q1768366,en,2008 television film directed by Jay Roach,Q14624826
recount3,1.6.2000,SummarizedExperiment,Artistic-2.0,10.18129/B9.BIOC.RECOUNT3,Q112712768,en,scientific article published on 29 November 2021,Q14624826
recountmethylation,1.6.2001,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.RECOUNTMETHYLATION,,,,Q14624826
recoup,1.24.0,"R (>= 4.0.0), GenomicRanges, GenomicAlignments, ggplot2,
ComplexHeatmap",GPL (>= 3),10.18129/B9.BIOC.RECOUP,Q7302962,,,Q27016754
RedeR,2.0.0,"R (>= 4.0), methods",GPL (>= 3),10.18129/B9.BIOC.REDER,Q30247306,en,family name,Q27016754
REDseq,1.42.0,"R (>= 3.5.0), BiocGenerics, BSgenome.Celegans.UCSC.ce2,
multtest, Biostrings, BSgenome, ChIPpeakAnno",GPL (>= 2),10.18129/B9.BIOC.REDSEQ,,,,Q27016752
RefPlus,1.66.0,"R (>= 2.8.0), Biobase (>= 2.1.0), affy (>= 1.20.0), affyPLM
(>= 1.18.0), preprocessCore (>= 1.4.0)",GPL (>= 2),10.18129/B9.BIOC.REFPLUS,Q51910651,en,scientific article published on 10 July 2007,Q27016752
RegEnrich,1.6.2000,"R (>= 4.0.0), S4Vectors, dplyr, tibble, BiocSet,
SummarizedExperiment",GPL (>= 2),10.18129/B9.BIOC.REGENRICH,Q112641250,en,scientific article published on 11 January 2022,Q27016752
regioneR,1.28.0,GenomicRanges,Artistic-2.0,10.18129/B9.BIOC.REGIONER,Q93500132,en,building in Copenhagen,Q14624826
regionReport,1.30.0,R(>= 3.2),Artistic-2.0,10.18129/B9.BIOC.REGIONREPORT,Q41916124,en,scientific article published on May 2015,Q14624826
regsplice,1.22.0,NA,MIT,10.18129/B9.BIOC.REGSPLICE,,,,Q49108
regutools,1.8.2000,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.REGUTOOLS,,,,Q14624826
REMP,1.20.1,"R (>= 3.6), SummarizedExperiment(>= 1.1.6), minfi (>= 1.22.0)",GPL-3,10.18129/B9.BIOC.REMP,Q95043558,,,Q63034458
Repitools,1.42.0,"R (>= 3.5.0), methods, BiocGenerics (>= 0.8.0)",LGPL (>= 2.1),10.18129/B9.BIOC.REPITOOLS,Q33574328,en,scientific article,Q27016757
ReportingTools,2.36.0,"methods, knitr, utils",Artistic-2.0,10.18129/B9.BIOC.REPORTINGTOOLS,Q45784302,en,scientific article,Q14624826
RepViz,1.12.2000,"R (>= 3.5.1), GenomicRanges (>= 1.30.0), Rsamtools (>=
1.34.1), IRanges (>= 2.14.0), biomaRt (>= 2.36.0), S4Vectors
(>= 0.18.0), graphics, grDevices, utils",GPL-3,10.18129/B9.BIOC.REPVIZ,Q92030536,en,scientific article published on 19 July 2019,Q63034458
ReQON,1.42.0,"R (>= 3.0.2), Rsamtools, seqbias",GPL-2,10.18129/B9.BIOC.REQON,Q30561080,en,scientific article,Q63002579
ResidualMatrix,1.6.2000,NA,GPL-3,10.18129/B9.BIOC.RESIDUALMATRIX,,,,Q63034458
restfulSE,1.18.0,"R (>= 3.6), SummarizedExperiment,DelayedArray",Artistic-2.0,10.18129/B9.BIOC.RESTFULSE,Q64230535,en,scientific article published on 07 January 2019,Q14624826
rexposome,1.18.2,"R (>= 3.5), Biobase",MIT,10.18129/B9.BIOC.REXPOSOME,,,,Q49108
rfaRm,1.8.2000,NA,GPL-3,10.18129/B9.BIOC.RFARM,Q112728611,en,scientific article published on 15 January 2021,Q63034458
Rfastp,1.6.2000,NA,GPL-3,10.18129/B9.BIOC.RFASTP,,,,Q63034458
rfPred,1.34.0,"R (>= 3.5.0), Rsamtools, GenomicRanges, IRanges, data.table,
methods, parallel",GPL (>= 2),10.18129/B9.BIOC.RFPRED,Q61053821,,,Q27016752
rGADEM,2.44.0,"R (>= 2.11.0), Biostrings, IRanges, BSgenome, methods, seqLogo",Artistic-2.0,10.18129/B9.BIOC.RGADEM,,,,Q14624826
rGenomeTracks,1.2.2000,"R (>= 4.1.0),",GPL-3,10.18129/B9.BIOC.RGENOMETRACKS,,,,Q63034458
Rgin,1.15.0,R (>= 3.5),MIT,10.18129/B9.BIOC.RGIN,,,,Q49108
RGMQL,1.16.0,"R(>= 3.4.2), RGMQLlib",Artistic-2.0,10.18129/B9.BIOC.RGMQL,,,,Q14624826
rgoslin,1.0.0,NA,MIT,10.18129/B9.BIOC.RGOSLIN,,,,Q49108
RGraph2js,1.24.0,NA,GPL-2,10.18129/B9.BIOC.RGRAPH2JS,,,,Q63002579
Rgraphviz,2.40.0,"R (>= 2.6.0), methods, utils, graph, grid",EPL,10.18129/B9.BIOC.RGRAPHVIZ,,,,Q9448
rGREAT,1.28.0,"R (>= 3.1.2), GenomicRanges, IRanges, methods",MIT,10.18129/B9.BIOC.RGREAT,,,,Q49108
RGSEA,1.30.0,R(>= 2.10.0),GPL (>= 3),10.18129/B9.BIOC.RGSEA,,,,Q27016754
rgsepd,1.28.0,"R (>= 4.2.0), DESeq2, goseq (>= 1.28)",GPL-3,10.18129/B9.BIOC.RGSEPD,,,,Q63034458
rhdf5,2.40.0,"R (>= 4.0.0), methods",Artistic-2.0,10.18129/B9.BIOC.RHDF5,,,,Q14624826
rhdf5client,1.18.0,"R (>= 3.6), methods, DelayedArray",Artistic-2.0,10.18129/B9.BIOC.RHDF5CLIENT,,,,Q14624826
rhdf5filters,1.8.2000,NA,BSD_2_clause,10.18129/B9.BIOC.RHDF5FILTERS,,,,Q18517294
Rhdf5lib,1.18.2,R (>= 4.0.0),Artistic-2.0,10.18129/B9.BIOC.RHDF5LIB,,,,Q14624826
Rhisat2,1.12.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RHISAT2,,,,Q63034458
Rhtslib,1.28.0,NA,LGPL (>= 2.1),10.18129/B9.BIOC.RHTSLIB,,,,Q27016757
RiboCrypt,1.2.2000,"R (>= 3.6.0), ORFik (>= 1.13.12)",MIT,10.18129/B9.BIOC.RIBOCRYPT,,,,Q49108
RiboDiPA,1.4.2001,"R (>= 4.1), Rsamtools, GenomicFeatures, GenomicAlignments",LGPL (>= 3),10.18129/B9.BIOC.RIBODIPA,Q102205711,en,scientific article published on 19 November 2020,Q27016762
RiboProfiling,1.26.0,"R (>= 3.5.0), Biostrings",GPL-3,10.18129/B9.BIOC.RIBOPROFILING,Q39652853,en,scientific article published on 9 June 2016,Q63034458
ribor,1.8.2000,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.RIBOR,Q10217,en,Italian comune,Q63034458
riboSeqR,1.30.0,"R (>= 3.0.2), methods, GenomicRanges, abind",GPL-3,10.18129/B9.BIOC.RIBOSEQR,,,,Q63034458
ribosomeProfilingQC,1.8.2000,"R (>= 4.0), GenomicRanges",GPL (>= 3),10.18129/B9.BIOC.RIBOSOMEPROFILINGQC,,,,Q27016754
rifi,1.0.0,R (>= 4.1),GPL-3,10.18129/B9.BIOC.RIFI,Q3934174,en,Italian record label,Q63034458
RImmPort,1.24.0,NA,GPL-3,10.18129/B9.BIOC.RIMMPORT,Q30490637,en,scientific article,Q63034458
Ringo,1.60.0,"methods, Biobase (>= 1.14.1), RColorBrewer, limma, Matrix,
grid, lattice",Artistic-2.0,10.18129/B9.BIOC.RINGO,Q204571,en,album by Ringo Starr,Q14624826
RIPAT,1.6.2000,R (>= 4.0),Artistic-2.0,10.18129/B9.BIOC.RIPAT,Q56086,en,Italian comune,Q14624826
Risa,1.38.0,"R (>= 2.0.9), Biobase (>= 2.4.0), methods, Rcpp (>= 0.9.13),
biocViews, affy",LGPL,10.18129/B9.BIOC.RISA,Q16280931,en,given name,Q192897
RIVER,1.20.0,R (>= 3.3.2),GPL (>= 2),10.18129/B9.BIOC.RIVER,Q4022,en,larger natural watercourse,Q27016752
RJMCMCNucleosomes,1.20.0,"R (>= 3.5.0), IRanges, GenomicRanges",Artistic-2.0,10.18129/B9.BIOC.RJMCMCNUCLEOSOMES,,,,Q14624826
RLassoCox,1.4.2000,"R (>= 4.1), glmnet",Artistic-2.0,10.18129/B9.BIOC.RLASSOCOX,,,,Q14624826
RLMM,1.58.0,R (>= 2.1.0),LGPL (>= 2.1),10.18129/B9.BIOC.RLMM,Q22316773,en,microbial protein found in Pseudomonas putida KT2440,Q27016757
RLSeq,1.2.2000,R (>= 4.1.0),MIT,10.18129/B9.BIOC.RLSEQ,,,,Q49108
Rmagpie,1.52.0,"R (>= 2.6.1), Biobase (>= 2.5.5)",GPL (>= 3),10.18129/B9.BIOC.RMAGPIE,,,,Q27016754
RMassBank,3.6.2001,Rcpp,Artistic-2.0,10.18129/B9.BIOC.RMASSBANK,,,,Q14624826
rmelting,1.12.2000,R (>= 3.6),GPL-2,10.18129/B9.BIOC.RMELTING,,,,Q63002579
Rmmquant,1.14.0,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RMMQUANT,,,,Q63034458
rmspc,1.2.2000,NA,GPL-3,10.18129/B9.BIOC.RMSPC,,,,Q63034458
RNAAgeCalc,1.8.2000,R (>= 3.6),GPL-2,10.18129/B9.BIOC.RNAAGECALC,Q98199820,en,journal article published in 2020,Q63002579
RNAdecay,1.16.0,R (>= 3.5),GPL-2,10.18129/B9.BIOC.RNADECAY,,,,Q63002579
rnaEditr,1.6.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.RNAEDITR,,,,Q63034458
RNAinteract,1.44.0,"R (>= 2.12.0),",Artistic-2.0,10.18129/B9.BIOC.RNAINTERACT,,,,Q14624826
RNAmodR,1.10.2000,"R (>= 4.0), S4Vectors (>= 0.27.12), IRanges (>= 2.23.9),
GenomicRanges, Modstrings",Artistic-2.0,10.18129/B9.BIOC.RNAMODR,,,,Q14624826
RNAmodR.AlkAnilineSeq,1.10.2000,"R (>= 4.0), RNAmodR (>= 1.5.3)",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.ALKANILINESEQ,,,,Q14624826
RNAmodR.ML,1.10.2000,"R (>= 3.6), RNAmodR",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.ML,,,,Q14624826
RNAmodR.RiboMethSeq,1.10.2000,"R (>= 4.0), RNAmodR (>= 1.5.3)",Artistic-2.0,10.18129/B9.BIOC.RNAMODR.RIBOMETHSEQ,,,,Q14624826
RNAsense,1.10.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RNASENSE,,,,Q63034458
rnaseqcomp,1.26.0,R (>= 3.2.0),GPL-3,10.18129/B9.BIOC.RNASEQCOMP,,,,Q63034458
RNASeqPower,1.36.0,NA,LGPL (>= 2),10.18129/B9.BIOC.RNASEQPOWER,,,,
RnaSeqSampleSize,2.6.2000,"R (>= 4.0.0), ggplot2, RnaSeqSampleSizeData",GPL (>= 2),10.18129/B9.BIOC.RNASEQSAMPLESIZE,Q55273810,en,scientific article published on 30 May 2018,Q27016752
RnBeads,2.14.0,"R (>= 3.0.0), BiocGenerics, S4Vectors (>= 0.9.25),
GenomicRanges, MASS, cluster, ff, fields, ggplot2 (>= 0.9.2),
gplots, grid, gridExtra, limma, matrixStats, methods,
illuminaio, methylumi, plyr",GPL-3,10.18129/B9.BIOC.RNBEADS,Q63384048,en,article by Fabian Müller et al published 14 March 2019 in Genome Biology,Q63034458
Rnits,1.29.0,"R (>= 3.6.0), Biobase, ggplot2, limma, methods",GPL-3,10.18129/B9.BIOC.RNITS,,,,Q63034458
roar,1.32.0,R (>= 3.0.1),GPL-3,10.18129/B9.BIOC.ROAR,Q668036,en,male given name,Q63034458
ROC,1.72.0,"R (>= 1.9.0), utils, methods",Artistic-2.0,10.18129/B9.BIOC.ROC,Q865,en,country in East Asia,Q14624826
ROCpAI,1.8.2000,"boot, SummarizedExperiment, fission, knitr, methods",GPL-3,10.18129/B9.BIOC.ROCPAI,,,,Q63034458
RolDE,1.0.0,R (>= 4.2.0),GPL-3,10.18129/B9.BIOC.ROLDE,Q2182709,en,town in the Dutch province of Drenthe,Q63034458
rols,2.24.2,methods,GPL-2,10.18129/B9.BIOC.ROLS,Q18038120,en,protein-coding gene in the species Homo sapiens,Q63002579
ROntoTools,2.24.0,"methods, graph, boot, KEGGREST, KEGGgraph, Rgraphviz",CC BY-NC-ND 4.0,10.18129/B9.BIOC.RONTOTOOLS,,,,Q24082749
ropls,1.28.2,R (>= 3.5.0),CeCILL,10.18129/B9.BIOC.ROPLS,,,,Q1052189
ROSeq,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.ROSEQ,Q106824011,en,performing arts presenting organization in Canada,Q63034458
ROTS,1.24.0,R (>= 3.3),GPL (>= 2),10.18129/B9.BIOC.ROTS,Q734072,en,"former commune in Calvados, France",Q27016752
RPA,1.52.0,"R (>= 3.1.1), affy, BiocGenerics, BiocStyle, methods,
rmarkdown",BSD_2_clause,10.18129/B9.BIOC.RPA,Q7374738,en,"hospital in Sydney, Australia",Q18517294
rprimer,1.0.0,R (>= 4.2),GPL-3,10.18129/B9.BIOC.RPRIMER,Q112693374,en,scientific article published on 01 January 2022,Q63034458
RProtoBufLib,2.8.2000,NA,BSD_3_clause,10.18129/B9.BIOC.RPROTOBUFLIB,,,,Q18491847
RpsiXML,2.38.0,"methods, XML (>= 2.4.0), utils",LGPL-3,10.18129/B9.BIOC.RPSIXML,,,,Q18534393
rpx,2.4.2000,methods,GPL-2,10.18129/B9.BIOC.RPX,Q15313653,en,protein-coding gene in the species Homo sapiens,Q63002579
Rqc,1.30.0,"BiocParallel, ShortRead, ggplot2",GPL (>= 2),10.18129/B9.BIOC.RQC,Q4398085,en,"facility in Moscow, Russia",Q27016752
rqt,1.22.0,"R (>= 3.4), SummarizedExperiment",GPL,10.18129/B9.BIOC.RQT,Q27542368,en,protein-coding gene in the species Saccharomyces cerevisiae S288c,Q7603
rqubic,1.42.0,NA,GPL-2,10.18129/B9.BIOC.RQUBIC,,,,Q63002579
rRDP,1.30.0,Biostrings (>= 2.26.2),GPL-2,10.18129/B9.BIOC.RRDP,Q3416469,,,Q63002579
RRHO,1.36.0,"R (>= 2.10), grid",GPL-2,10.18129/B9.BIOC.RRHO,,,,Q63002579
rrvgo,1.8.2000,NA,GPL-3,10.18129/B9.BIOC.RRVGO,,,,Q63034458
Rsamtools,2.12.2000,"methods, GenomeInfoDb (>= 1.1.3), GenomicRanges (>= 1.31.8),
Biostrings (>= 2.47.6), R (>= 3.5.0)",Artistic-2.0,10.18129/B9.BIOC.RSAMTOOLS,,,,Q14624826
rsbml,2.54.0,"R (>= 2.6.0), BiocGenerics (>= 0.3.2), methods, utils",Artistic-2.0,10.18129/B9.BIOC.RSBML,,,,Q14624826
rScudo,1.12.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.RSCUDO,Q94603534,en,scientific article published on 12 May 2019,Q63034458
rsemmed,1.6.2000,"R (>= 4.0), igraph",Artistic-2.0,10.18129/B9.BIOC.RSEMMED,,,,Q14624826
RSeqAn,1.16.0,NA,BSD_3_clause,10.18129/B9.BIOC.RSEQAN,Q64166673,,,Q18491847
Rsubread,2.10.2004,NA,GPL (>= 3),10.18129/B9.BIOC.RSUBREAD,,,,Q27016754
RSVSim,1.36.0,"R (>= 3.5.0), Biostrings, GenomicRanges",LGPL-3,10.18129/B9.BIOC.RSVSIM,Q48552967,en,scientific article published on 25 April 2013,Q18534393
rSWeeP,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.RSWEEP,Q113324957,en,Bioconductor R package,Q63034458
RTCA,1.48.0,"methods,stats,graphics,Biobase,RColorBrewer, gtools",LGPL-3,10.18129/B9.BIOC.RTCA,Q502522,en,organisation that develops aviation standards,Q18534393
RTCGA,1.26.0,R (>= 3.3.0),GPL-2,10.18129/B9.BIOC.RTCGA,Q30847189,en,scientific article,Q63002579
RTN,2.20.0,"R (>= 3.6.3), methods,",Artistic-2.0,10.18129/B9.BIOC.RTN,Q2427907,en,naval warfare branch of Thailand's military,Q14624826
RTNduals,1.20.0,"R(>= 3.6.3), RTN(>= 2.14.1), methods",Artistic-2.0,10.18129/B9.BIOC.RTNDUALS,Q93098410,en,scientific article published on 01 December 2019,Q14624826
RTNsurvival,1.20.0,"R(>= 3.6.3), RTN(>= 2.14.1), RTNduals(>= 1.14.1), methods",Artistic-2.0,10.18129/B9.BIOC.RTNSURVIVAL,Q92690894,en,scientific article published on 01 November 2019,Q14624826
RTopper,1.42.0,"R (>= 2.12.0), Biobase",GPL (>= 3),10.18129/B9.BIOC.RTOPPER,,,,Q27016754
Rtpca,1.6.2000,"R (>= 4.0.0), stats, dplyr, tidyr",GPL-3,10.18129/B9.BIOC.RTPCA,Q97894335,en,scientific article published on 27 July 2020,Q63034458
rtracklayer,1.56.1,"R (>= 3.5.0), methods, GenomicRanges (>= 1.37.2)",Artistic-2.0,10.18129/B9.BIOC.RTRACKLAYER,Q41959083,en,scientific article published on 25 May 2009,Q14624826
Rtreemix,1.58.0,R (>= 2.5.0),LGPL,10.18129/B9.BIOC.RTREEMIX,Q42941039,en,scientific article published on 20 August 2008,Q192897
rTRM,1.34.0,"R (>= 2.10), igraph (>= 1.0)",GPL-3,10.18129/B9.BIOC.RTRM,Q45710488,en,scientific article published on 11 June 2014,Q63034458
rTRMui,1.34.0,NA,GPL-3,10.18129/B9.BIOC.RTRMUI,,,,Q63034458
runibic,1.18.0,"R (>= 3.4.0), biclust, SummarizedExperiment",MIT,10.18129/B9.BIOC.RUNIBIC,Q60680113,en,article,Q49108
RUVcorr,1.28.0,NA,GPL-2,10.18129/B9.BIOC.RUVCORR,,,,Q63002579
RUVnormalize,1.30.0,R (>= 2.10.0),GPL-3,10.18129/B9.BIOC.RUVNORMALIZE,,,,Q63034458
RUVSeq,1.30.0,"Biobase, EDASeq (>= 1.99.1), edgeR",Artistic-2.0,10.18129/B9.BIOC.RUVSEQ,,,,Q14624826
RVS,1.18.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.RVS,Q2138315,,,Q63002579
rWikiPathways,1.16.0,NA,MIT,10.18129/B9.BIOC.RWIKIPATHWAYS,,,,Q49108
S4Vectors,0.34.0,"R (>= 4.0.0), methods, utils, stats, stats4, BiocGenerics (>=
0.37.0)",Artistic-2.0,10.18129/B9.BIOC.S4VECTORS,,,,Q14624826
safe,3.36.0,"R (>= 2.4.0), AnnotationDbi, Biobase, methods, SparseM",GPL (>= 2),10.18129/B9.BIOC.SAFE,Q471898,en,secure lockable box used for securing valuable objects,Q27016752
sagenhaft,1.66.0,"R (>= 2.10), SparseM (>= 0.73), methods",GPL (>= 2),10.18129/B9.BIOC.SAGENHAFT,Q18412830,,,Q27016752
SAIGEgds,1.10.2000,"R (>= 3.5.0), gdsfmt (>= 1.20.0), SeqArray (>= 1.31.8), Rcpp",GPL-3,10.18129/B9.BIOC.SAIGEGDS,Q99211941,en,scientific article published on 08 September 2020,Q63034458
sampleClassifier,1.20.0,"R (>= 4.0), MGFM, MGFR, annotate",Artistic-2.0,10.18129/B9.BIOC.SAMPLECLASSIFIER,,,,Q14624826
SamSPECTRAL,1.50.0,R (>= 3.3.3),GPL (>= 2),10.18129/B9.BIOC.SAMSPECTRAL,,,,Q27016752
sangeranalyseR,1.6.2001,"R (>= 4.0.0), stringr, ape, Biostrings, DECIPHER, parallel,
reshape2, phangorn, sangerseqR, gridExtra, shiny,
shinydashboard, shinyjs, data.table, plotly, DT, zeallot,
excelR, shinycssloaders, ggdendro, shinyWidgets, openxlsx,
tools, rmarkdown (>= 2.9), knitr (>= 1.33), seqinr, BiocStyle,
logger",GPL-2,10.18129/B9.BIOC.SANGERANALYSER,,,,Q63002579
sangerseqR,1.32.0,"R (>= 3.0.2), Biostrings",GPL-2,10.18129/B9.BIOC.SANGERSEQR,,,,Q63002579
SANTA,2.32.0,"R (>= 4.1), igraph",GPL (>= 2),10.18129/B9.BIOC.SANTA,Q315796,en,legendary figure said to deliver gifts to people on Christmas Eve,Q27016752
sarks,1.8.2000,R (>= 4.0),BSD_3_clause,10.18129/B9.BIOC.SARKS,Q206381,en,hockey team of the National Hockey League,Q18491847
satuRn,1.4.2001,R (>= 4.1),Artistic-2.0,10.18129/B9.BIOC.SATURN,Q193,en,"sixth planet from the Sun and the second-largest planet in the Solar System, after Jupiter",Q14624826
savR,1.34.0,ggplot2,AGPL-3,10.18129/B9.BIOC.SAVR,Q8190287,en,airport in Argentina,Q27017232
SBGNview,1.10.2000,"R (>= 3.6), pathview, SBGNview.data",AGPL-3,10.18129/B9.BIOC.SBGNVIEW,,,,Q27017232
SBMLR,1.92.0,"XML, deSolve",GPL-2,10.18129/B9.BIOC.SBMLR,,,,Q63002579
SC3,1.24.0,R(>= 3.3),GPL-3,10.18129/B9.BIOC.SC3,Q18255645,en,protein-coding gene in the species Mus musculus,Q63034458
Scale4C,1.18.0,"R (>= 3.4), smoothie, GenomicRanges, IRanges,
SummarizedExperiment",LGPL-3,10.18129/B9.BIOC.SCALE4C,,,,Q18534393
ScaledMatrix,1.4.2000,NA,GPL-3,10.18129/B9.BIOC.SCALEDMATRIX,,,,Q63034458
scAlign,1.9.2000,"R (>= 3.6), SingleCellExperiment (>= 1.4), Seurat (>= 2.3.4),
tensorflow, purrr, irlba, Rtsne, ggplot2, methods, utils, FNN",GPL-3,10.18129/B9.BIOC.SCALIGN,Q92621709,en,scientific article published on 14 August 2019,Q63034458
SCAN.UPC,2.38.0,"R (>= 2.14.0), Biobase (>= 2.6.0), oligo, Biostrings,
GEOquery, affy, affyio, foreach, sva",MIT,10.18129/B9.BIOC.SCAN.UPC,,,,Q49108
scanMiR,1.2.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCANMIR,,,,Q63034458
scanMiRApp,1.2.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCANMIRAPP,,,,Q63034458
scAnnotatR,1.2.2000,"R (>= 4.1), Seurat, SingleCellExperiment, SummarizedExperiment",MIT,10.18129/B9.BIOC.SCANNOTATR,,,,Q49108
SCArray,1.4.2000,"R (>= 3.5.0), gdsfmt (>= 1.27.4), methods, DelayedArray (>=
0.16.0)",GPL-3,10.18129/B9.BIOC.SCARRAY,,,,Q63034458
SCATE,1.6.2000,"parallel, preprocessCore, splines, splines2, xgboost,
SCATEData, Rtsne, mclust",MIT,10.18129/B9.BIOC.SCATE,Q21195,en,region in Northern Europe,Q49108
scater,1.24.0,"SingleCellExperiment, scuttle, ggplot2",GPL-3,10.18129/B9.BIOC.SCATER,Q103815779,en,R package for single-cell RNA-seq analysis,Q63034458
scatterHatch,1.2.2000,R (>= 4.1),MIT,10.18129/B9.BIOC.SCATTERHATCH,,,,Q49108
scBFA,1.10.2000,R (>= 3.6),GPL-3,10.18129/B9.BIOC.SCBFA,Q89998395,en,scientific article published on 09 September 2019,Q63034458
SCBN,1.14.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCBN,Q16890665,en,airport in Chile,Q63002579
scCB2,1.6.2000,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SCCB2,,,,Q63034458
scClassify,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCCLASSIFY,Q96610774,en,scientific article published on 01 June 2020,Q63034458
sccomp,1.0.0,R (>= 4.1.0),GPL-3,10.18129/B9.BIOC.SCCOMP,,,,Q63034458
scDataviz,1.6.2000,"R (>= 4.0), S4Vectors, SingleCellExperiment,",GPL-3,10.18129/B9.BIOC.SCDATAVIZ,,,,Q63034458
scDblFinder,1.10.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCDBLFINDER,,,,Q63034458
scDD,1.20.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCDD,Q16898870,en,airport in Chile,Q63002579
scde,2.24.0,"R (>= 3.0.0), flexmix",GPL-2,10.18129/B9.BIOC.SCDE,Q18048467,en,protein-coding gene in the species Homo sapiens,Q63002579
scds,1.12.2000,R (>= 3.6.0),MIT,10.18129/B9.BIOC.SCDS,Q16899239,en,airport in Chile,Q49108
SCFA,1.6.2000,R (>= 4.0),LGPL,10.18129/B9.BIOC.SCFA,Q2698455,en,fatty acid with less than six carbon atoms,Q192897
scFeatureFilter,1.16.0,R (>= 3.6),MIT,10.18129/B9.BIOC.SCFEATUREFILTER,,,,Q49108
scGPS,1.10.2000,"R (>= 3.6), SummarizedExperiment, dynamicTreeCut,
SingleCellExperiment",GPL-3,10.18129/B9.BIOC.SCGPS,,,,Q63034458
schex,1.10.2000,"SingleCellExperiment (>= 1.7.4), Seurat, ggplot2 (>= 3.2.1),
shiny",GPL-3,10.18129/B9.BIOC.SCHEX,Q21464766,en,German painter (1819-1894),Q63034458
scHOT,1.8.2000,R (>= 4.0),GPL-3,10.18129/B9.BIOC.SCHOT,Q21340102,en,botanist,Q63034458
scMAGeCK,1.8.2000,NA,BSD_2_clause,10.18129/B9.BIOC.SCMAGECK,Q92928358,en,scientific article published on 24 January 2020,Q18517294
scmap,1.18.0,R(>= 3.4),GPL-3,10.18129/B9.BIOC.SCMAP,Q88244362,en,scientific article published on 02 April 2018,Q63034458
scMerge,1.12.2000,R (>= 3.6.0),GPL-3,10.18129/B9.BIOC.SCMERGE,Q91556332,en,scientific article published on 26 April 2019,Q63034458
scmeth,1.16.0,R (>= 3.5.0),GPL-2,10.18129/B9.BIOC.SCMETH,Q112637796,en,scientific article published on 01 January 2022,Q63002579
SCnorm,1.18.0,"R (>= 3.4.0),",GPL (>= 2),10.18129/B9.BIOC.SCNORM,Q36349418,en,scientific article,Q27016752
scone,1.20.0,"R (>= 3.4), methods, SummarizedExperiment",Artistic-2.0,10.18129/B9.BIOC.SCONE,Q852883,en,"town in Perth and Kinross, Scotland, UK",Q14624826
Sconify,1.16.0,R (>= 3.5),Artistic-2.0,10.18129/B9.BIOC.SCONIFY,,,,Q14624826
SCOPE,1.8.2000,"R (>= 3.6.0), GenomicRanges, IRanges, Rsamtools, GenomeInfoDb,
BSgenome.Hsapiens.UCSC.hg19",GPL-2,10.18129/B9.BIOC.SCOPE,Q472160,en,"in project management, the features and functions of a product or the scope of work needed to finish a project",Q63002579
scp,1.6.2000,"R (>= 4.0), QFeatures (>= 1.3.5)",Artistic-2.0,10.18129/B9.BIOC.SCP,Q75729,en,Portuguese association football club,Q14624826
scPCA,1.10.2000,R (>= 4.0.0),MIT,10.18129/B9.BIOC.SCPCA,Q113307627,en,scientific article published on 25 February 2020,Q49108
scPipe,1.18.0,"R (>= 3.4), ggplot2, methods, SingleCellExperiment",GPL (>= 2),10.18129/B9.BIOC.SCPIPE,Q58789782,en,scholarly article by Luyi Tian published in August 2018,Q27016752
scran,1.24.0,"SingleCellExperiment, scuttle",GPL-3,10.18129/B9.BIOC.SCRAN,Q7438730,en,"online service in Edinburgh, Scotland, UK",Q63034458
scReClassify,1.2.2000,R (>= 4.1),GPL-3,10.18129/B9.BIOC.SCRECLASSIFY,Q92237112,en,scientific article published on 24 December 2019,Q63034458
scRecover,1.12.2000,R (>= 3.4.0),GPL,10.18129/B9.BIOC.SCRECOVER,,,,Q7603
scRepertoire,1.6.2000,"ggplot2, R (>= 4.0)",Apache License 2.0,10.18129/B9.BIOC.SCREPERTOIRE,Q98395273,en,scientific article published on 27 January 2020,Q13785927
scruff,1.14.0,R (>= 4.0),MIT,10.18129/B9.BIOC.SCRUFF,Q7439331,en,animated TV series,Q49108
scry,1.8.2000,"R (>= 4.0), stats, methods",Artistic-2.0,10.18129/B9.BIOC.SCRY,Q3476493,,,Q14624826
